"customer_id","experiment_group","name","signup_date","age","country","total_order","total_transaction","aov"
615,B,David Solomon,"2021-03-05",55,ZA,2,334.42,167.21
616,A,April Williams,"2022-11-20",49,GB,1,202.41,202.41
619,B,Courtney Ramirez,"2022-11-08",19,SG,1,405.56,405.56
624,A,Megan Reid,"2024-04-01",42,SE,1,37.77,37.77
626,A,Nathan Mclaughlin,"2023-09-04",56,BR,2,73.35,36.68
637,B,Debra Parsons,"2022-06-18",18,JP,2,601.77,300.89
644,A,William May,"2022-12-11",46,US,1,74.58,74.58
646,A,Joseph Ward,"2020-02-27",68,NL,2,242.72,121.36
647,B,Amy Bennett,"2021-01-14",71,US,1,31.86,31.86
651,B,Megan Paul,"2021-01-13",47,MX,1,138.36,138.36
655,B,Clayton Edwards,"2022-03-13",67,US,2,143.83,71.92
662,A,Kathryn Johnson,"2020-03-04",25,IN,2,18.71,9.35
663,B,Mary Sullivan,"2022-08-09",37,ZA,3,265.42,88.47
666,A,Aaron Lindsey,"2023-06-02",28,MX,3,130.15,43.38
668,A,John Davenport,"2021-01-25",60,GB,2,109.45,54.73
669,B,Jordan Hernandez,"2023-06-25",25,AU,1,54.77,54.77
672,A,Randall Hudson,"2021-01-30",22,MX,1,127.01,127.01
673,B,Linda Ayers,"2022-05-26",25,GB,1,43.7,43.7
676,A,Clarence Smith,"2020-10-05",46,JP,1,185.24,185.24
683,B,Corey Meyers,"2023-06-28",36,NL,1,195.58,195.58
685,B,Gabrielle Anderson,"2025-01-05",57,ES,4,662.09,165.52
686,A,Melissa Martin,"2022-02-28",73,AU,2,103.14,51.57
691,B,James Lynch,"2021-11-18",30,DE,1,13.62,13.62
696,A,Breanna Nicholson,"2024-11-07",28,FR,1,181.92,181.92
702,A,Kayla Larson,"2022-01-04",37,ES,1,134.87,134.87
703,B,Selena Solis,"2024-07-27",22,FR,3,242.81,80.94
707,B,Michael Yang,"2025-07-25",25,FR,1,24.84,24.84
710,A,Judy Cook,"2021-12-24",47,GB,1,35.43,35.43
718,A,Julie Reed,"2024-03-30",63,GB,2,210.65,105.33
723,B,Michael Stafford,"2025-07-04",31,DE,3,468.21,156.07
726,A,John Jenkins,"2024-01-05",62,ZA,1,75.93,75.93
730,A,Lauren Smith,"2021-09-06",43,SG,2,563.06,281.53
732,A,Mr. Jonathan Johnson DDS,"2021-03-31",64,US,2,299.9,149.95
734,A,John Garcia,"2022-07-31",50,GB,4,272.02,68.0
738,A,Carmen Baker,"2022-10-22",67,CA,1,465.1,465.1
739,B,Veronica Carrillo,"2023-08-29",39,GB,2,176.23,88.11
740,A,Jose Cruz,"2025-07-03",18,GB,1,48.32,48.32
741,B,Donna Wood,"2022-04-26",41,US,2,487.44,243.72
751,B,Michael Miller,"2024-03-28",21,DE,1,91.14,91.14
753,B,Jesse Cox,"2021-08-06",39,US,2,423.17,211.59
759,B,Ronald Roberts,"2021-10-05",40,JP,1,165.11,165.11
767,B,Stacy Young,"2023-12-09",69,ES,2,194.06,97.03
772,A,Olivia Anderson,"2020-05-16",19,AU,2,190.09,95.04
774,A,Manuel Flores,"2022-02-25",19,GB,1,169.84,169.84
775,B,Elizabeth Hall,"2024-10-23",20,GB,3,281.29,93.76
778,A,Mr. Matthew George II,"2025-09-27",26,PL,1,83.31,83.31
784,A,Valerie Chandler,"2021-02-12",44,NL,1,72.39,72.39
793,B,Marcus Callahan,"2023-12-11",28,ZA,2,854.28,427.14
794,A,Timothy Morgan,"2024-09-22",69,BR,1,43.76,43.76
795,B,John Freeman,"2021-01-02",46,AE,2,821.01,410.51
798,A,Amanda Mahoney,"2025-07-31",18,GB,1,199.84,199.84
799,B,Grant Briggs,"2023-08-01",26,PL,2,193.29,96.64
801,B,Amanda Martinez,"2024-06-01",43,DE,2,394.23,197.12
802,A,Denise Johnson,"2022-03-22",56,DE,2,233.23,116.62
803,B,Nancy Clark MD,"2020-02-22",25,DE,1,24.6,24.6
804,A,Michael Hunter,"2023-10-26",25,US,1,74.14,74.14
811,B,Carol Cooper,"2023-11-27",21,JP,2,208.48,104.24
812,A,Jessica Wilson,"2021-11-01",69,US,1,52.06,52.06
816,A,Nathan Foster,"2021-01-13",46,PL,3,1246.78,415.59
817,B,Keith Hernandez,"2024-11-15",23,MX,2,301.63,150.81
819,B,Shelly Leach,"2020-07-21",56,DE,2,249.66,124.83
820,A,Sharon Hodge,"2022-02-17",57,FR,3,475.42,158.47
825,B,Erin Obrien,"2023-10-19",27,BR,1,200.65,200.65
829,B,Jill Walter,"2023-06-08",43,MX,2,581.74,290.87
834,A,Rodney Pierce,"2023-12-02",56,NL,1,130.29,130.29
838,A,Rachel Tran,"2020-12-04",53,BR,2,144.06,72.03
846,A,Christopher Turner,"2022-03-06",67,SG,2,277.86,138.93
850,A,Charles Juarez,"2022-05-01",23,GB,1,66.56,66.56
854,A,Mary Jordan,"2025-08-03",36,NL,1,17.42,17.42
863,B,Thomas Harrison Jr.,"2022-09-18",46,US,3,176.46,58.82
864,A,Blake Stout,"2023-06-04",37,CA,1,115.16,115.16
865,B,Katelyn Allison,"2024-09-09",33,DE,1,85.25,85.25
869,B,Brent Valentine,"2025-03-08",74,US,1,50.31,50.31
872,A,Mitchell Cabrera,"2020-06-21",66,US,1,83.92,83.92
878,A,Blake Cuevas,"2024-09-16",41,SE,2,445.92,222.96
882,A,Elizabeth Lee,"2022-05-28",52,SE,1,135.02,135.02
890,A,Lisa Henderson,"2020-01-15",68,SG,1,87.34,87.34
895,B,Jeffrey Johnson,"2024-02-29",53,SE,1,71.75,71.75
898,A,Tiffany Johnson,"2020-05-20",48,JP,1,257.58,257.58
899,B,William Ellison,"2024-11-05",32,FR,2,145.76,72.88
901,B,Steven Smith,"2024-10-01",55,JP,2,242.47,121.24
903,B,Barbara Smith,"2021-11-06",22,BR,2,65.44,32.72
904,A,Cynthia Vincent,"2024-05-02",26,DE,1,11.72,11.72
905,B,Mrs. Patricia Solis,"2025-08-31",33,BR,1,61.83,61.83
906,A,Angela Christensen,"2021-11-20",43,DE,3,358.37,119.46
907,B,Amy Graham MD,"2020-06-24",44,US,2,162.21,81.11
912,A,Jennifer Allen,"2022-09-29",73,CA,1,27.22,27.22
916,A,David Reyes,"2022-12-21",66,FR,2,94.96,47.48
917,B,Frederick Perry,"2022-11-16",63,DE,1,35.86,35.86
919,B,Daniel Wilkins,"2025-01-05",73,BR,2,523.53,261.77
922,A,Curtis Heath,"2023-06-25",39,NL,1,107.54,107.54
923,B,Brian Butler,"2020-03-20",52,US,2,120.06,60.03
929,B,Melissa Martin DDS,"2020-10-22",39,PL,2,206.9,103.45
933,B,Carla Flowers,"2024-01-13",71,IN,3,495.47,165.16
935,B,Casey Smith,"2020-09-20",19,MX,1,186.55,186.55
939,B,Stephanie Parker,"2020-10-14",52,BR,1,172.71,172.71
941,B,Kimberly Valentine,"2021-06-26",66,IN,2,210.25,105.13
942,A,Melissa Scott,"2023-02-06",21,DE,2,218.85,109.43
948,A,Haley Mitchell,"2022-10-03",46,FR,2,558.72,279.36
949,B,David Moore,"2020-11-11",24,IN,1,107.41,107.41
950,A,Joanne Garcia,"2024-03-14",65,US,1,19.63,19.63
952,A,Jessica Schaefer,"2023-07-04",48,ES,1,138.74,138.74
955,B,Sara Davis,"2024-09-25",41,US,1,291.19,291.19
958,A,Abigail Anderson,"2025-07-19",27,BR,1,226.91,226.91
959,B,Dennis Delacruz,"2022-12-09",39,BR,1,19.96,19.96
962,A,Jamie Ross,"2020-01-05",55,FR,1,14.55,14.55
964,A,Catherine Perkins,"2021-01-27",72,CA,3,327.48,109.16
968,A,Mark Johnson,"2024-04-04",60,US,3,297.73,99.24
969,B,James Hall,"2025-03-08",24,IN,2,285.91,142.96
972,A,Frank Horne,"2025-05-26",62,AE,2,160.43,80.22
975,B,Amanda Martinez,"2024-07-11",36,ES,1,62.33,62.33
977,B,Charles Glenn,"2023-10-04",18,BR,2,276.42,138.21
979,B,Stephanie Horn,"2020-10-10",25,BR,1,16.82,16.82
981,B,Rachel Flowers,"2025-05-07",33,NL,1,23.53,23.53
987,B,Kayla Mckinney,"2023-05-01",21,SG,1,15.19,15.19
988,A,Gregory Williams,"2025-08-28",70,US,1,15.19,15.19
989,B,Robert Curtis,"2022-08-02",67,NL,2,301.88,150.94
997,B,John Mcpherson,"2024-07-02",54,CA,1,32.35,32.35
1000,A,Rachael Roberts,"2024-05-01",72,ES,1,65.88,65.88
1004,A,Michele Rowland,"2024-08-11",26,BR,2,603.53,301.77
1005,B,Jessica Barnes,"2021-11-21",58,AE,2,206.79,103.4
1007,B,Helen Ho,"2022-03-15",70,DE,2,499.73,249.87
1008,A,Diana Caldwell,"2020-01-08",61,BR,1,87.31,87.31
1014,A,Wanda Smith DVM,"2023-11-10",25,SE,1,33.66,33.66
1015,B,Shelly Blackburn,"2021-07-26",61,AU,2,274.82,137.41
1018,A,Marissa Williams,"2022-07-12",67,US,4,1136.71,284.18
1020,A,Crystal Walters,"2023-03-31",30,GB,2,180.57,90.28
1021,B,Brian Kennedy DVM,"2024-11-18",44,US,3,449.98,149.99
1023,B,Michael Fernandez,"2021-07-26",73,US,3,300.15,100.05
1030,A,Alexis Tucker,"2020-09-06",41,US,1,180.68,180.68
1032,A,Ryan Davis,"2023-05-14",53,SE,1,135.47,135.47
1035,B,Kimberly Gomez,"2021-09-27",54,CA,1,19.45,19.45
1036,A,Catherine Curry,"2021-12-19",48,FR,1,300.94,300.94
1037,B,Leslie Krause,"2020-08-11",45,ES,2,203.81,101.91
1039,B,Nicole Wise,"2022-03-30",73,IN,3,75.85,25.28
1042,A,Sandy Rodriguez,"2022-07-17",48,US,2,217.48,108.74
1043,B,Joshua Snow,"2021-06-17",40,FR,1,224.35,224.35
1045,B,Pamela Dixon,"2023-11-25",53,US,1,402.2,402.2
1049,B,Hunter Miller,"2021-11-29",42,FR,2,372.59,186.29
1050,A,Richard Dixon,"2024-10-18",54,FR,2,648.81,324.4
1056,A,Brittney Lozano DDS,"2024-05-23",32,MX,1,131.44,131.44
1060,A,Russell Wright,"2020-08-08",74,US,1,213.95,213.95
1061,B,Nancy Santiago,"2024-03-09",48,BR,4,578.08,144.52
1062,A,Tiffany Simpson,"2024-01-24",72,DE,1,238.75,238.75
1063,B,Mark White,"2024-03-22",71,US,1,47.24,47.24
1065,B,Rebecca Parrish,"2021-11-28",47,ES,2,258.5,129.25
1081,B,Elizabeth Wilkins,"2021-05-12",74,CA,1,162.54,162.54
1085,B,Kyle Newton,"2020-10-31",65,ES,1,238.16,238.16
1087,B,Amy Stein,"2021-01-08",39,FR,2,588.06,294.03
1091,B,Kyle Gonzales,"2021-01-02",62,CA,1,24.62,24.62
1096,A,Brad Glenn,"2024-10-12",71,SG,2,208.68,104.34
1098,A,Christy Christian,"2024-05-25",24,US,1,217.41,217.41
1106,A,James Walker,"2020-03-03",34,MX,3,645.9,215.3
1107,B,Beth Black,"2025-02-04",73,ES,1,65.67,65.67
1109,B,Ryan Torres,"2024-05-03",73,US,2,489.98,244.99
1111,B,Patricia George,"2022-07-24",41,MX,1,40.08,40.08
1112,A,Victor Evans,"2020-08-09",57,PL,2,238.79,119.4
1113,B,Diane Sharp,"2025-10-10",57,GB,3,365.06,121.69
1114,A,Susan Reid,"2025-10-22",42,GB,1,133.7,133.7
1119,B,Toni Strickland,"2024-05-26",20,DE,2,64.93,32.47
1121,B,James Mckenzie,"2021-09-06",19,US,1,11.2,11.2
1124,A,Shawn Davis,"2025-01-28",57,US,1,86.88,86.88
1126,A,James Warren,"2025-02-13",40,US,1,321.88,321.88
1129,B,Kristine Hurst,"2023-07-04",27,DE,2,111.29,55.64
1136,A,Ashley Blake,"2024-12-12",41,SE,1,52.94,52.94
1140,A,Heather Franklin,"2023-11-30",44,SE,1,439.64,439.64
1144,A,Laura Anderson,"2025-05-31",23,GB,1,227.42,227.42
1145,B,Christine King,"2021-04-07",67,MX,1,50.83,50.83
1151,B,Dennis Walter,"2025-09-30",20,DE,3,122.58,40.86
1152,A,George Brown,"2024-04-29",59,MX,1,208.56,208.56
1153,B,Adam Jennings,"2024-02-28",36,MX,1,65.6,65.6
1161,B,Gloria Obrien,"2021-11-23",21,BR,1,46.41,46.41
1162,A,Karen Roberson,"2025-04-23",39,MX,2,56.64,28.32
1163,B,Brittany Good,"2024-05-17",24,CA,1,40.15,40.15
1171,B,James Gordon,"2025-07-05",55,IN,1,78.92,78.92
1176,A,Nicholas Murillo,"2023-02-22",68,BR,1,55.33,55.33
1177,B,Daniel Davies,"2023-01-04",53,IN,2,90.15,45.07
1178,A,Brittany Franco,"2025-05-08",53,BR,2,195.94,97.97
1181,B,Alexis Ward,"2020-07-10",64,ES,1,207.65,207.65
1185,B,Laura Campos,"2024-06-20",27,IN,2,132.73,66.36
1186,A,Dr. Michelle Mullins MD,"2024-07-03",69,NL,2,521.36,260.68
1192,A,Todd Sanchez,"2021-08-14",67,IN,1,42.92,42.92
1193,B,Ryan Brown,"2022-12-27",40,CA,1,130.96,130.96
1195,B,Becky Moreno,"2022-07-21",31,JP,2,546.72,273.36
1199,B,Alexa Schmitt,"2025-07-20",44,SG,2,260.67,130.34
1208,A,John Campbell,"2020-07-13",41,MX,1,154.48,154.48
1209,B,Mark Bridges,"2024-05-12",19,SG,2,277.36,138.68
1210,A,Sarah Acevedo,"2021-02-03",74,US,1,213.41,213.41
1211,B,Trevor Davis,"2023-03-10",73,SG,2,141.42,70.71
